fnlwgt,education_num,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,age_generalized,education_generalized,occupation_generalized,workclass_generalized,marital_generalized,native_generalized,suppressed
179574,15,Husband,White,Male,0,0,12,>50K,60+,Prof-school,Prof-specialty,Private,Married,USA,False
191782,9,Other-relative,Black,Female,0,0,30,<=50K,25-39,Secondary,Service,Private,Single,USA,False
146660,9,Husband,White,Male,0,0,60,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
115945,10,Unmarried,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Self-Employed,Single,USA,False
210875,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
137898,9,Wife,White,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
216965,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Protective-serv,Local-gov,Married,USA,False
61343,6,Husband,White,Male,0,0,60,<=50K,25-39,10th,Machine-op-inspct,Private,Married,USA,False
401333,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Sales,Private,Separated,USA,False
145377,13,Husband,White,Male,0,0,60,<=50K,25-39,HigherEd,Sales,Private,Married,USA,False
120238,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Sales,Private,Married,USA,False
187215,13,Wife,White,Female,15024,0,36,>50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
238721,12,Unmarried,Black,Female,0,0,40,<=50K,25-39,Assoc-acdm,White-collar,Private,Separated,USA,False
164920,10,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,Service,Private,Single,USA,False
152493,9,Husband,White,Male,0,0,70,<=50K,25-39,Secondary,Farming-fishing,Self-Employed,Married,USA,False
92968,13,Unmarried,White,Female,0,0,32,<=50K,40-59,HigherEd,Sales,Private,Single,USA,False
136836,9,Unmarried,Black,Female,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Private,Separated,USA,False
216453,11,Unmarried,Black,Female,0,0,45,<=50K,40-59,Assoc-voc,White-collar,Government,Separated,USA,False
349148,13,Not-in-family,White,Male,0,0,70,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
309620,14,Husband,Asian-Pac-Islander,Male,0,0,20,<=50K,25-39,HigherEd,Prof-specialty,Government,Married,Other,False
85995,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
164569,10,Unmarried,White,Female,0,0,48,<=50K,25-39,Secondary,Service,Private,Separated,USA,False
308279,13,Husband,White,Male,0,0,21,<=50K,40-59,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
56322,10,Own-child,White,Male,0,0,20,<=50K,<25,Secondary,Service,Private,Single,USA,False
203015,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,?,?,Married,USA,False
211654,6,Husband,White,Male,0,0,40,>50K,40-59,10th,Blue-collar,Private,Married,USA,False
179761,9,Husband,White,Male,0,0,40,>50K,60+,Secondary,?,?,Married,USA,False
257485,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
49243,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
229716,9,Not-in-family,White,Male,0,0,38,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
32311,10,Wife,White,Female,0,0,40,<=50K,<25,Secondary,Service,Private,Married,USA,False
275236,13,Husband,White,Male,0,0,40,<=50K,40-59,HigherEd,Machine-op-inspct,Private,Married,USA,False
184596,7,Husband,White,Male,3942,0,50,<=50K,25-39,11th,Blue-collar,Private,Married,USA,False
152420,10,Husband,Black,Male,0,0,50,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
235442,9,Husband,White,Male,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Married,USA,False
161691,9,Wife,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
355918,10,Husband,White,Male,0,0,65,>50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
198660,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Prof-specialty,Government,Married,USA,False
122649,9,Not-in-family,White,Female,0,0,30,<=50K,<25,Secondary,Service,Private,Single,USA,False
259377,14,Wife,White,Female,15024,0,40,>50K,40-59,HigherEd,Prof-specialty,Local-gov,Married,USA,False
34248,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Sales,Private,Married,USA,False
167851,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
146460,10,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
94429,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Handlers-cleaners,Private,Married,USA,False
252406,9,Unmarried,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
174592,14,Own-child,White,Female,0,0,40,<=50K,25-39,HigherEd,White-collar,Private,Single,USA,False
151322,13,Husband,White,Male,0,0,45,>50K,25-39,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
37237,9,Husband,White,Male,0,0,80,>50K,40-59,Secondary,Farming-fishing,Private,Married,USA,False
101192,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,USA,False
152900,3,Husband,White,Male,0,0,20,<=50K,60+,5th-6th,?,?,Married,USA,False
94081,9,Not-in-family,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Single,USA,False
173968,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
228320,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Married,USA,False
156580,13,Wife,White,Female,0,0,40,<=50K,40-59,HigherEd,Sales,Private,Married,Other,False
210673,10,Wife,White,Female,0,0,40,>50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
137753,9,Wife,Black,Female,0,0,20,<=50K,40-59,Secondary,Service,Local-gov,Married,USA,False
29865,9,Not-in-family,Amer-Indian-Eskimo,Female,0,0,50,<=50K,25-39,Secondary,Sales,Private,Separated,USA,False
196044,10,Husband,White,Male,0,0,60,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
308995,10,Own-child,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,Other,False
159008,12,Husband,White,Male,7298,0,20,>50K,40-59,Assoc-acdm,Blue-collar,Private,Married,USA,False
195686,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
178244,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
127833,9,Own-child,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
269722,14,Husband,White,Male,0,0,40,<=50K,25-39,HigherEd,Service,Private,Married,USA,False
136819,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Protective-serv,Government,Married,USA,False
132078,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
196816,13,Husband,White,Male,3908,0,40,<=50K,<25,HigherEd,Prof-specialty,Private,Married,USA,False
140852,9,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Sales,Self-Employed,Married,USA,False
105614,9,Not-in-family,White,Male,0,0,50,>50K,40-59,Secondary,Sales,Self-Employed,Separated,USA,False
225772,16,Not-in-family,White,Female,0,0,60,>50K,40-59,Doctorate,Prof-specialty,Self-Employed,Separated,USA,False
173316,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
108945,10,Not-in-family,White,Female,0,0,50,<=50K,40-59,Secondary,White-collar,Private,Single,USA,False
112158,10,Husband,White,Male,0,0,26,<=50K,25-39,Secondary,Sales,Private,Married,Other,False
164582,10,Husband,White,Male,7298,0,60,>50K,40-59,Secondary,Farming-fishing,Self-Employed,Married,USA,False
295067,13,Not-in-family,White,Male,14084,0,45,>50K,40-59,HigherEd,White-collar,Private,Single,USA,False
336543,12,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,25-39,Assoc-acdm,Protective-serv,Local-gov,Married,Other,False
52870,9,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Blue-collar,Self-Employed,Married,USA,False
453067,10,Husband,White,Male,0,0,36,>50K,40-59,Secondary,Prof-specialty,Private,Married,USA,False
27166,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,White-collar,Government,Married,USA,False
345277,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Separated,USA,False
113147,12,Husband,Black,Male,0,0,40,<=50K,40-59,Assoc-acdm,Prof-specialty,Private,Married,USA,False
34007,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
255014,10,Husband,White,Male,0,0,55,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
152667,10,Husband,White,Male,0,0,35,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
103651,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
124137,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Sales,Self-Employed,Married,USA,False
183627,9,Husband,White,Male,3137,0,48,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,Other,False
114396,13,Not-in-family,White,Male,0,0,35,<=50K,40-59,HigherEd,Prof-specialty,Self-Employed,Separated,USA,False
186376,13,Husband,Asian-Pac-Islander,Male,0,0,72,>50K,40-59,HigherEd,Service,Private,Married,Other,False
290964,13,Not-in-family,White,Female,0,1590,40,<=50K,25-39,HigherEd,Sales,Private,Single,USA,False
282095,10,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Farming-fishing,Self-Employed,Married,USA,False
114691,9,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Prof-specialty,Self-Employed,Married,USA,False
142573,10,Not-in-family,White,Male,0,0,25,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Single,USA,False
203833,13,Not-in-family,Black,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
47791,9,Unmarried,White,Female,0,0,32,<=50K,<25,Secondary,Service,Private,Single,USA,False
133729,10,Husband,White,Male,0,0,17,<=50K,40-59,Secondary,Service,Private,Married,USA,False
135339,10,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Self-Employed,Married,Other,False
133853,10,Not-in-family,White,Female,0,0,50,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
243569,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Sales,Self-Employed,Married,USA,False
391114,9,Husband,White,Male,0,0,60,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,USA,False
252506,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
117503,13,Husband,White,Male,0,0,20,<=50K,25-39,HigherEd,Adm-clerical,Government,Married,Other,False
117833,10,Wife,White,Female,0,0,19,<=50K,25-39,Secondary,White-collar,Government,Married,USA,False
294183,9,Unmarried,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
394927,10,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
259323,9,Husband,White,Male,0,0,70,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
214881,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
110713,9,Husband,White,Male,0,0,50,>50K,25-39,Secondary,Sales,Private,Married,USA,False
197666,13,Not-in-family,White,Female,0,0,40,<=50K,<25,HigherEd,White-collar,Private,Single,USA,False
162002,9,Own-child,White,Female,0,0,35,<=50K,25-39,Secondary,Service,Private,Single,USA,False
224799,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
89942,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
38795,5,Unmarried,White,Male,0,0,40,<=50K,40-59,9th,Blue-collar,Private,Separated,USA,False
190805,9,Husband,White,Male,0,0,32,<=50K,<25,Secondary,Handlers-cleaners,Private,Married,USA,False
177331,11,Husband,Black,Male,0,0,40,<=50K,25-39,Assoc-voc,Blue-collar,Private,Married,USA,False
347530,9,Unmarried,Black,Female,0,0,35,<=50K,<25,Secondary,Service,Private,Separated,USA,False
230039,9,Unmarried,White,Female,0,625,38,<=50K,40-59,Secondary,White-collar,Private,Single,USA,False
104001,9,Husband,White,Male,0,0,40,>50K,60+,Secondary,Sales,Self-Employed,Married,USA,False
169037,9,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
202027,10,Not-in-family,White,Male,0,0,60,<=50K,25-39,Secondary,White-collar,Self-Employed,Separated,USA,False
170099,10,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
212847,9,Own-child,White,Male,0,0,85,<=50K,40-59,Secondary,Farming-fishing,Self-Employed,Single,USA,False
307392,14,Unmarried,White,Female,0,0,40,<=50K,40-59,HigherEd,Prof-specialty,Government,Separated,USA,False
233428,9,Other-relative,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
355728,10,Not-in-family,White,Male,0,1980,45,<=50K,40-59,Secondary,White-collar,Private,Separated,Other,False
177995,2,Husband,White,Male,0,0,56,>50K,40-59,1st-4th,Farming-fishing,Private,Married,Other,False
283613,13,Not-in-family,White,Male,0,0,43,<=50K,<25,HigherEd,Prof-specialty,Private,Single,USA,False
185647,9,Husband,White,Male,0,0,50,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
179579,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Single,USA,False
131679,11,Not-in-family,White,Female,0,0,40,<=50K,25-39,Assoc-voc,Sales,Private,Separated,USA,False
132973,9,Unmarried,White,Female,0,0,38,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
121718,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,Other,False
255279,9,Unmarried,White,Female,0,0,20,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
202559,13,Other-relative,Asian-Pac-Islander,Male,0,0,35,<=50K,40-59,HigherEd,Service,Private,Married,Other,False
123095,10,Own-child,White,Male,0,1590,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
153326,13,Other-relative,White,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
75695,10,Not-in-family,White,Female,0,0,60,<=50K,25-39,Secondary,Service,Private,Separated,USA,False
206609,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,White-collar,Self-Employed,Married,USA,False
178778,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
171355,11,Husband,White,Male,0,0,20,<=50K,40-59,Assoc-voc,Machine-op-inspct,Private,Married,USA,False
196673,9,Wife,White,Female,5013,0,40,<=50K,25-39,Secondary,Service,Private,Married,USA,False
139960,4,Husband,White,Male,0,0,40,<=50K,60+,7th-8th,Blue-collar,Self-Employed,Married,USA,False
397280,13,Husband,White,Male,0,0,72,<=50K,40-59,HigherEd,White-collar,Self-Employed,Married,Other,False
245196,6,Husband,Black,Male,0,0,40,>50K,40-59,10th,Transport-moving,Private,Married,USA,False
102884,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
340234,9,Husband,Asian-Pac-Islander,Male,15024,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
108435,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Local-gov,Married,USA,False
161187,9,Not-in-family,White,Female,2463,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Single,USA,False
157941,11,Husband,White,Male,0,0,45,<=50K,25-39,Assoc-voc,Sales,Private,Married,USA,False
206512,13,Not-in-family,White,Male,0,0,44,<=50K,25-39,HigherEd,White-collar,Private,Single,USA,False
357954,9,Husband,White,Male,0,0,35,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,Other,False
234652,3,Husband,White,Male,0,0,40,<=50K,40-59,5th-6th,Machine-op-inspct,Private,Married,Other,False
113436,10,Own-child,White,Male,0,0,15,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
204145,11,Husband,White,Male,0,0,45,>50K,25-39,Assoc-voc,Blue-collar,Private,Married,USA,False
104045,9,Own-child,White,Female,0,0,30,<=50K,25-39,Secondary,Service,Private,Single,USA,False
173754,9,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Adm-clerical,Government,Married,USA,False
177083,14,Not-in-family,White,Female,0,0,35,<=50K,40-59,HigherEd,White-collar,Government,Single,USA,False
178829,14,Not-in-family,White,Male,0,0,70,>50K,40-59,HigherEd,White-collar,Private,Married-spouse-absent,USA,False
287658,10,Husband,Black,Male,0,0,40,>50K,25-39,Secondary,Protective-serv,Government,Married,USA,False
209894,9,Wife,White,Female,0,0,40,>50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
334744,9,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Separated,USA,False
52187,10,Not-in-family,White,Male,0,0,30,<=50K,25-39,Secondary,Service,Private,Single,USA,False
101978,9,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Transport-moving,Private,Separated,USA,False
483530,10,Unmarried,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Government,Separated,USA,False
149770,14,Unmarried,White,Female,0,0,40,<=50K,40-59,HigherEd,Prof-specialty,Private,Single,USA,False
172652,14,Husband,White,Male,0,0,8,<=50K,60+,HigherEd,?,?,Married,USA,False
188293,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
116608,9,Unmarried,White,Female,0,0,38,<=50K,25-39,Secondary,Machine-op-inspct,Private,Separated,USA,False
348960,13,Husband,White,Male,0,0,36,>50K,25-39,HigherEd,Prof-specialty,Government,Married,USA,False
93476,13,Not-in-family,White,Female,0,0,70,<=50K,40-59,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
195744,9,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Blue-collar,Self-Employed,Separated,USA,False
125833,13,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,40-59,HigherEd,Adm-clerical,Private,Married,Other,False
311020,9,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Service,Private,Married,USA,False
135289,13,Husband,White,Male,0,0,48,>50K,25-39,HigherEd,Blue-collar,Private,Married,USA,False
160625,13,Husband,White,Male,4386,0,15,>50K,60+,HigherEd,?,?,Married,USA,False
226696,11,Husband,White,Male,0,0,60,>50K,25-39,Assoc-voc,Farming-fishing,Self-Employed,Married,USA,False
193755,13,Not-in-family,White,Male,0,0,50,>50K,40-59,HigherEd,White-collar,Private,Separated,USA,False
192740,13,Husband,White,Male,0,0,30,<=50K,60+,HigherEd,Prof-specialty,Private,Married,USA,False
201924,13,Unmarried,White,Female,0,0,35,<=50K,40-59,HigherEd,Sales,Private,Separated,USA,False
77146,11,Not-in-family,White,Male,0,0,45,<=50K,25-39,Assoc-voc,White-collar,Private,Separated,USA,False
126414,13,Wife,White,Female,0,0,40,<=50K,25-39,HigherEd,Service,Private,Married,Other,False
43652,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,Adm-clerical,Private,Single,USA,False
160731,9,Husband,White,Male,0,0,45,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
287878,10,Wife,White,Female,0,0,26,<=50K,25-39,Secondary,Service,Private,Married,USA,False
166758,10,Not-in-family,White,Female,0,0,15,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
183811,9,Husband,White,Male,2829,0,40,<=50K,25-39,Secondary,Handlers-cleaners,Private,Married,USA,False
295046,9,Husband,White,Male,0,0,60,>50K,40-59,Secondary,Sales,Private,Married,USA,False
190568,9,Not-in-family,White,Female,0,810,36,<=50K,60+,Secondary,Adm-clerical,Private,Widowed,USA,False
211915,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Government,Separated,USA,False
295621,13,Husband,Black,Male,0,0,25,>50K,25-39,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
204567,13,Husband,White,Male,99999,0,60,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
204235,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Prof-specialty,Private,Married,USA,False
186982,10,Not-in-family,White,Female,0,0,45,>50K,40-59,Secondary,White-collar,Private,Separated,USA,False
133586,9,Own-child,White,Male,0,0,45,<=50K,25-39,Secondary,Protective-serv,Private,Married,USA,False
165930,10,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,White-collar,Private,Married,USA,False
164898,10,Husband,White,Male,0,0,52,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
115705,10,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Sales,Self-Employed,Single,USA,False
185127,9,Husband,White,Male,0,0,50,<=50K,25-39,Secondary,Sales,Private,Married,USA,False
201595,9,Husband,White,Male,0,0,70,<=50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
165815,9,Husband,White,Male,0,0,96,<=50K,40-59,Secondary,Transport-moving,Self-Employed,Married,USA,False
102420,13,Not-in-family,Asian-Pac-Islander,Female,0,0,40,<=50K,25-39,HigherEd,Sales,Private,Single,Other,False
222450,10,Unmarried,White,Male,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Separated,USA,False
212245,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
203488,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Sales,Private,Separated,USA,False
243665,9,Husband,White,Male,0,0,41,>50K,25-39,Secondary,Protective-serv,Local-gov,Married,USA,False
77373,10,Husband,White,Male,0,0,38,<=50K,40-59,Secondary,Handlers-cleaners,Private,Married,USA,False
410351,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
36385,14,Husband,White,Male,0,0,45,>50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
110150,9,Husband,White,Male,0,0,40,<=50K,60+,Secondary,Protective-serv,Private,Married,USA,False
198316,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
127772,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
285730,14,Not-in-family,White,Male,0,0,66,<=50K,40-59,HigherEd,Prof-specialty,Private,Single,USA,False
334133,14,Own-child,White,Male,0,0,20,<=50K,25-39,HigherEd,Prof-specialty,Local-gov,Single,USA,False
67090,9,Husband,White,Male,0,0,44,<=50K,40-59,Secondary,Sales,Private,Married,USA,False
110200,13,Not-in-family,White,Male,0,0,40,<=50K,<25,HigherEd,Prof-specialty,Private,Single,USA,False
109282,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Separated,USA,False
103435,13,Husband,White,Male,0,0,50,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
34747,9,Own-child,White,Female,0,0,35,<=50K,<25,Secondary,Service,Private,Single,USA,False
137522,9,Husband,Asian-Pac-Islander,Male,0,0,40,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,Other,False
192916,9,Husband,White,Male,3818,0,11,<=50K,60+,Secondary,?,?,Married,USA,False
219318,9,Unmarried,White,Female,0,0,35,<=50K,25-39,Secondary,Adm-clerical,Private,Single,Other,False
36069,9,Husband,White,Male,3908,0,46,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
73434,9,Wife,White,Female,0,0,40,>50K,40-59,Secondary,Adm-clerical,Private,Married,Other,False
200576,13,Not-in-family,White,Female,0,0,40,<=50K,40-59,HigherEd,Adm-clerical,Private,Separated,USA,False
172962,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Sales,Private,Married,USA,False
212826,9,Husband,Black,Male,0,0,40,<=50K,25-39,Secondary,Service,Private,Married,USA,False
234901,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Married,USA,False
41258,13,Husband,White,Male,0,0,50,<=50K,40-59,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
249644,10,Not-in-family,White,Male,0,0,48,>50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
230165,13,Husband,Black,Male,0,0,40,<=50K,60+,HigherEd,?,?,Married,USA,False
351731,10,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Married,USA,False
114765,10,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
349884,6,Husband,White,Male,0,0,35,<=50K,40-59,10th,Blue-collar,Private,Married,USA,False
204247,13,Husband,White,Male,0,0,50,>50K,25-39,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
143392,9,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
37913,13,Husband,White,Male,0,0,40,>50K,40-59,HigherEd,White-collar,Self-Employed,Married,Other,False
207611,9,Not-in-family,White,Female,0,0,52,<=50K,25-39,Secondary,Service,Private,Single,USA,False
319666,15,Unmarried,White,Female,0,0,43,<=50K,40-59,Prof-school,Prof-specialty,Government,Separated,USA,False
155961,9,Unmarried,Black,Female,0,0,38,<=50K,25-39,Secondary,Adm-clerical,Private,Separated,USA,False
117833,13,Not-in-family,White,Female,0,0,35,<=50K,25-39,HigherEd,Prof-specialty,Local-gov,Single,USA,False
80572,13,Husband,White,Male,0,0,40,>50K,60+,HigherEd,Farming-fishing,Self-Employed,Married,USA,False
157612,13,Not-in-family,White,Female,3325,0,45,<=50K,25-39,HigherEd,Sales,Private,Single,USA,False
379062,10,Unmarried,White,Female,0,0,12,<=50K,60+,Secondary,Adm-clerical,Private,Widowed,USA,False
326064,10,Unmarried,Black,Female,6497,0,35,<=50K,40-59,Secondary,Adm-clerical,Local-gov,Separated,USA,False
340148,10,Not-in-family,White,Female,0,0,45,<=50K,40-59,Secondary,Prof-specialty,Private,Single,USA,False
154171,15,Husband,White,Male,20051,0,60,>50K,60+,Prof-school,Prof-specialty,Private,Married,USA,False
119098,11,Husband,White,Male,0,0,40,<=50K,25-39,Assoc-voc,White-collar,Private,Married,USA,False
388496,10,Not-in-family,White,Male,0,0,8,>50K,40-59,Secondary,Blue-collar,Self-Employed,Separated,Other,False
210031,9,Unmarried,White,Male,0,0,40,<=50K,40-59,Secondary,?,?,Separated,USA,False
206951,13,Husband,White,Male,0,1902,45,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
485496,9,Not-in-family,Black,Female,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
210259,10,Unmarried,Black,Female,0,0,37,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
242517,13,Not-in-family,White,Female,0,0,40,<=50K,40-59,HigherEd,White-collar,Government,Separated,USA,False
155862,9,Not-in-family,White,Male,0,0,65,<=50K,40-59,Secondary,Transport-moving,Private,Separated,USA,False
171924,10,Husband,White,Male,0,0,50,<=50K,40-59,Secondary,Sales,Self-Employed,Married,USA,False
231160,10,Own-child,White,Male,0,0,25,<=50K,<25,Secondary,Service,Private,Single,USA,False
356882,9,Husband,White,Male,5013,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
49020,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
