fnlwgt,education_num,relationship,race,sex,capital_gain,capital_loss,hours_per_week,income,age_generalized,education_generalized,occupation_generalized,workclass_generalized,marital_generalized,native_generalized,suppressed
260560,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
370990,10,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,Sales,Private,Single,USA,True
129010,8,Own-child,White,Male,0,0,10,<=50K,<25,12th,Blue-collar,Private,Single,USA,True
452640,9,Not-in-family,White,Male,0,0,40,<=50K,<25,Secondary,Blue-collar,Private,Single,USA,True
120796,5,Husband,White,Male,0,0,40,<=50K,60+,9th,Prof-specialty,Self-Employed,Married,USA,True
45334,10,Husband,Asian-Pac-Islander,Male,0,0,70,<=50K,40-59,Secondary,Protective-serv,Government,Married,Other,True
229523,9,Wife,White,Female,0,0,56,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
127388,8,Not-in-family,White,Female,0,0,25,<=50K,<25,12th,Service,Private,Single,USA,True
395567,7,Own-child,White,Male,0,0,40,<=50K,<25,11th,?,?,Single,USA,True
119422,11,Husband,White,Male,0,1672,50,<=50K,25-39,Assoc-voc,Machine-op-inspct,Private,Married,USA,False
193895,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
163083,13,Not-in-family,White,Male,14084,0,45,>50K,40-59,HigherEd,White-collar,Private,Separated,USA,False
155343,10,Not-in-family,White,Male,0,0,72,<=50K,25-39,Secondary,Farming-fishing,Self-Employed,Single,USA,False
73895,9,Own-child,White,Female,0,0,10,<=50K,25-39,Secondary,Service,Private,Single,USA,False
107682,9,Not-in-family,White,Female,0,0,10,<=50K,40-59,Secondary,Machine-op-inspct,Private,Widowed,USA,True
321166,13,Not-in-family,White,Female,0,0,5,<=50K,60+,HigherEd,Sales,Private,Separated,USA,False
154940,14,Not-in-family,White,Female,0,0,45,>50K,40-59,HigherEd,Prof-specialty,Local-gov,Single,USA,False
103700,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
63509,12,Husband,White,Male,0,0,48,>50K,25-39,Assoc-acdm,Prof-specialty,Private,Married,USA,False
243842,9,Husband,White,Male,0,0,40,<=50K,<25,Secondary,Farming-fishing,Private,Married,USA,False
187221,4,Not-in-family,White,Female,0,0,25,<=50K,40-59,7th-8th,?,?,Single,USA,True
58597,9,Own-child,White,Male,0,0,44,<=50K,25-39,Secondary,Machine-op-inspct,Private,Single,USA,False
190290,9,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Separated,USA,False
158352,14,Not-in-family,White,Female,8614,0,35,>50K,40-59,HigherEd,?,?,Single,USA,False
62165,10,Other-relative,Black,Male,0,0,30,<=50K,25-39,Secondary,Sales,Private,Single,USA,False
307149,10,Own-child,White,Female,0,0,35,<=50K,<25,Secondary,?,?,Single,USA,True
280134,6,Not-in-family,White,Male,0,0,49,<=50K,<25,10th,Sales,Private,Single,Other,True
118736,13,Not-in-family,White,Female,0,0,20,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,USA,False
171114,9,Not-in-family,White,Female,0,0,48,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
169638,10,Unmarried,White,Female,0,0,36,<=50K,25-39,Secondary,Sales,Private,Separated,USA,False
125461,10,Not-in-family,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
145434,7,Own-child,White,Male,0,0,40,<=50K,25-39,11th,Blue-collar,Private,Single,USA,False
152182,10,Own-child,White,Female,0,0,25,<=50K,<25,Secondary,Service,Private,Single,USA,False
233724,9,Not-in-family,White,Male,0,0,38,<=50K,25-39,Secondary,Adm-clerical,Self-Employed,Separated,USA,True
153963,9,Unmarried,White,Female,0,0,35,<=50K,25-39,Secondary,Service,Private,Separated,USA,False
88120,9,Not-in-family,Black,Male,0,0,40,<=50K,40-59,Secondary,Service,Local-gov,Single,USA,True
96330,11,Unmarried,Black,Female,0,0,40,<=50K,25-39,Assoc-voc,Adm-clerical,Private,Separated,USA,True
66118,10,Wife,White,Female,0,0,25,<=50K,40-59,Secondary,Transport-moving,Local-gov,Married,USA,False
182178,10,Husband,White,Male,2829,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
53628,11,Unmarried,White,Male,0,0,35,<=50K,25-39,Assoc-voc,White-collar,Self-Employed,Separated,USA,True
174865,5,Husband,White,Male,0,0,45,>50K,40-59,9th,White-collar,Private,Married,USA,True
66194,13,Not-in-family,White,Female,0,0,60,<=50K,25-39,HigherEd,Prof-specialty,Private,Single,Other,False
73796,10,Unmarried,White,Female,0,0,30,<=50K,25-39,Secondary,White-collar,Private,Widowed,USA,False
28366,13,Not-in-family,White,Male,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Government,Single,USA,False
231741,16,Husband,White,Male,4931,0,3,<=50K,60+,Doctorate,Prof-specialty,Self-Employed,Married,USA,False
237865,14,Own-child,Black,Male,0,0,40,<=50K,25-39,HigherEd,Transport-moving,Private,Single,USA,True
195453,9,Husband,White,Male,0,0,50,>50K,60+,Secondary,White-collar,Private,Married,USA,False
116934,10,Unmarried,White,Female,0,0,45,<=50K,<25,Secondary,Sales,Private,Separated,USA,True
87867,8,Not-in-family,White,Male,0,0,30,<=50K,<25,12th,?,?,Single,USA,True
456399,12,Not-in-family,White,Male,0,0,40,<=50K,25-39,Assoc-acdm,Prof-specialty,Private,Single,USA,False
263608,10,Own-child,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Private,Separated,USA,False
263498,7,Not-in-family,White,Male,0,0,40,<=50K,<25,11th,Blue-collar,Private,Single,USA,True
183765,12,Husband,White,Male,0,0,40,<=50K,40-59,Assoc-acdm,Sales,Self-Employed,Married,Other,True
469705,9,Not-in-family,Black,Male,0,1980,40,<=50K,25-39,Secondary,Blue-collar,Government,Single,USA,True
113253,13,Wife,White,Female,0,0,50,>50K,25-39,HigherEd,Prof-specialty,Local-gov,Married,USA,False
138768,9,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,Handlers-cleaners,Private,Single,USA,True
302146,7,Not-in-family,Black,Female,0,0,40,<=50K,40-59,11th,Service,Private,Single,USA,True
253866,13,Husband,White,Male,0,0,30,<=50K,60+,HigherEd,Sales,Private,Married,USA,False
214858,9,Own-child,White,Male,0,0,48,<=50K,25-39,Secondary,Machine-op-inspct,Government,Single,USA,True
243476,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
169104,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Married-spouse-absent,USA,False
103218,9,Unmarried,Black,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
57233,13,Not-in-family,White,Male,0,0,40,<=50K,40-59,HigherEd,Handlers-cleaners,Private,Single,USA,True
228320,9,Husband,White,Male,0,0,45,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
217421,9,Other-relative,White,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Married,USA,False
185041,9,Husband,White,Male,0,0,75,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
37302,12,Husband,White,Male,7688,0,70,>50K,25-39,Assoc-acdm,Transport-moving,Self-Employed,Married,USA,False
261059,10,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Service,Private,Single,USA,False
59767,10,Not-in-family,White,Male,0,0,50,<=50K,40-59,Secondary,Sales,Private,Separated,USA,False
333541,9,Not-in-family,White,Male,0,0,24,<=50K,25-39,Secondary,Service,Private,Single,USA,False
133352,10,Own-child,Asian-Pac-Islander,Female,0,0,40,<=50K,<25,Secondary,Adm-clerical,Private,Single,Other,True
99270,9,Wife,White,Female,0,0,40,<=50K,25-39,Secondary,Farming-fishing,Private,Married,USA,False
204629,13,Husband,White,Male,0,0,40,>50K,40-59,HigherEd,White-collar,Private,Married,USA,False
34104,9,Husband,White,Male,3103,0,55,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
312667,13,Husband,White,Male,15024,0,50,>50K,25-39,HigherEd,Prof-specialty,Private,Married,USA,False
329603,13,Husband,White,Male,0,1902,40,>50K,40-59,HigherEd,Blue-collar,Private,Married,USA,False
281021,9,Not-in-family,White,Male,0,0,45,<=50K,25-39,Secondary,Transport-moving,Private,Single,USA,False
275385,10,Other-relative,White,Male,0,0,25,<=50K,<25,Secondary,Service,Private,Single,USA,False
129177,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Separated,USA,False
385591,9,Husband,White,Male,0,0,50,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
201179,10,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,?,?,Single,USA,True
38360,9,Unmarried,White,Female,0,0,16,<=50K,60+,Secondary,Service,Private,Widowed,USA,True
73796,13,Not-in-family,White,Female,0,0,40,<=50K,25-39,HigherEd,Prof-specialty,Local-gov,Separated,USA,False
67671,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Handlers-cleaners,Private,Married,USA,False
257621,13,Not-in-family,White,Female,0,0,45,<=50K,<25,HigherEd,Sales,Private,Single,USA,True
180052,10,Own-child,White,Male,0,0,20,<=50K,<25,Secondary,Sales,Private,Single,USA,True
656036,13,Unmarried,White,Male,0,0,60,<=50K,40-59,HigherEd,Adm-clerical,Private,Separated,USA,False
215943,9,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Private,Separated,USA,False
488720,11,Husband,White,Male,0,0,40,<=50K,25-39,Assoc-voc,Handlers-cleaners,Private,Married,Other,True
199298,4,Unmarried,White,Female,0,0,30,<=50K,60+,7th-8th,Service,Government,Widowed,Other,True
305692,10,Wife,Black,Female,0,0,40,<=50K,25-39,Secondary,Sales,Private,Married,USA,False
114994,9,Husband,White,Male,0,0,20,<=50K,60+,Secondary,Service,Private,Married,USA,False
88265,9,Own-child,White,Female,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Single,USA,True
168569,9,Husband,White,Male,0,1887,40,>50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
175413,9,Other-relative,Black,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,Other,False
161226,13,Husband,Amer-Indian-Eskimo,Male,0,0,40,<=50K,40-59,HigherEd,Machine-op-inspct,Private,Married,USA,False
160995,6,Not-in-family,White,Female,1086,0,20,<=50K,60+,10th,?,?,Separated,USA,True
208598,10,Not-in-family,White,Male,0,0,45,<=50K,<25,Secondary,Sales,Private,Single,USA,True
200471,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Self-Employed,Married,USA,False
256609,8,Husband,White,Male,0,0,40,<=50K,25-39,12th,Machine-op-inspct,Private,Married,Other,True
176684,11,Unmarried,White,Female,0,0,40,<=50K,40-59,Assoc-voc,White-collar,Private,Single,USA,True
206512,10,Not-in-family,White,Male,0,0,40,<=50K,25-39,Secondary,Prof-specialty,Private,Separated,USA,False
212640,15,Not-in-family,White,Female,0,0,85,<=50K,25-39,Prof-school,Prof-specialty,Private,Single,USA,False
148724,9,Husband,Black,Male,0,0,40,<=50K,40-59,Secondary,Sales,Private,Married,USA,False
266510,9,Own-child,White,Male,0,0,40,<=50K,40-59,Secondary,Service,Private,Single,USA,True
240252,14,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,White-collar,Local-gov,Married,USA,False
358975,9,Not-in-family,White,Female,0,0,35,<=50K,25-39,Secondary,Service,Private,Single,USA,False
124242,10,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,?,?,Single,USA,True
434710,10,Not-in-family,White,Female,0,0,15,<=50K,<25,Secondary,Sales,Private,Single,USA,True
204338,9,Unmarried,White,Male,0,0,30,<=50K,25-39,Secondary,Farming-fishing,Private,Single,Other,True
241844,5,Husband,White,Male,0,0,40,<=50K,40-59,9th,Service,Private,Married,USA,False
191342,2,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,1st-4th,Blue-collar,Private,Married,Other,True
221947,10,Husband,White,Male,0,0,56,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
111483,9,Own-child,White,Male,0,1504,50,<=50K,40-59,Secondary,Adm-clerical,Private,Single,USA,False
65278,9,Husband,White,Male,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
133403,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Married,USA,False
166416,9,Husband,White,Male,0,0,99,<=50K,25-39,Secondary,Farming-fishing,Self-Employed,Married,USA,False
142158,9,Not-in-family,White,Female,0,0,12,<=50K,40-59,Secondary,?,?,Widowed,USA,True
221480,10,Own-child,White,Female,0,0,25,<=50K,<25,Secondary,White-collar,Private,Single,Other,True
189878,14,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,Sales,Self-Employed,Married,USA,False
278403,15,Husband,White,Male,0,0,80,>50K,25-39,Prof-school,Prof-specialty,Private,Married,USA,False
184710,10,Own-child,White,Male,0,0,20,<=50K,<25,Secondary,Blue-collar,Private,Single,USA,True
177775,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Separated,USA,False
275943,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,?,?,Married,Other,False
225473,10,Not-in-family,White,Female,0,0,35,<=50K,60+,Secondary,Blue-collar,Self-Employed,Widowed,USA,True
289403,13,Unmarried,Black,Male,0,0,35,<=50K,40-59,HigherEd,Adm-clerical,Private,Separated,USA,False
269060,9,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Single,USA,False
449354,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Married,USA,False
214413,10,Own-child,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Single,USA,False
80058,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Married,USA,False
202027,13,Not-in-family,White,Male,27828,0,50,>50K,25-39,HigherEd,White-collar,Private,Separated,USA,False
123440,10,Not-in-family,White,Male,0,0,48,<=50K,<25,Secondary,Blue-collar,Self-Employed,Single,USA,True
191524,11,Own-child,White,Female,0,0,38,<=50K,25-39,Assoc-voc,Prof-specialty,Private,Separated,USA,False
308144,13,Not-in-family,White,Male,0,0,40,<=50K,25-39,HigherEd,Blue-collar,Private,Single,Other,True
164204,2,Husband,White,Male,0,0,53,<=50K,60+,1st-4th,Transport-moving,Private,Married,Other,True
205100,11,Husband,White,Male,0,0,48,>50K,40-59,Assoc-voc,White-collar,Private,Married,USA,False
195750,9,Own-child,White,Male,0,0,27,<=50K,25-39,Secondary,Handlers-cleaners,Private,Single,USA,True
149756,12,Not-in-family,White,Male,0,0,40,>50K,60+,Assoc-acdm,White-collar,Private,Separated,USA,True
240358,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Protective-serv,Local-gov,Married,USA,False
241174,4,Husband,White,Male,0,0,16,<=50K,60+,7th-8th,White-collar,Self-Employed,Married,USA,True
356838,16,Husband,White,Male,0,0,50,<=50K,25-39,Doctorate,Prof-specialty,Private,Married,Other,False
115705,10,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,White-collar,Self-Employed,Single,USA,False
137142,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Sales,Local-gov,Married,USA,True
296066,10,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Prof-specialty,Private,Married,USA,False
401335,10,Unmarried,Black,Female,0,0,30,<=50K,<25,Secondary,Service,Private,Single,USA,False
182771,13,Own-child,Asian-Pac-Islander,Male,0,0,80,<=50K,25-39,HigherEd,?,?,Single,Other,True
186824,15,Husband,White,Male,15024,0,40,>50K,25-39,Prof-school,Prof-specialty,Self-Employed,Married,USA,False
162187,13,Husband,White,Male,0,0,40,>50K,40-59,HigherEd,Prof-specialty,Government,Married,USA,False
98010,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,Adm-clerical,Private,Married-spouse-absent,USA,True
172538,9,Husband,White,Male,0,0,52,>50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
80163,10,Own-child,White,Female,0,0,20,<=50K,<25,Secondary,Sales,Private,Single,USA,True
43959,14,Husband,White,Male,7688,0,50,>50K,25-39,HigherEd,Prof-specialty,Local-gov,Married,USA,False
162632,9,Husband,White,Male,7298,0,60,>50K,40-59,Secondary,Transport-moving,Private,Married,USA,False
115422,9,Husband,White,Male,0,0,35,<=50K,40-59,Secondary,White-collar,Self-Employed,Married,USA,False
100933,9,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Single,USA,False
270379,9,Unmarried,Black,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
20109,10,Not-in-family,Amer-Indian-Eskimo,Female,0,0,84,<=50K,40-59,Secondary,Handlers-cleaners,Private,Separated,USA,True
114758,14,Husband,White,Male,15024,0,65,>50K,40-59,HigherEd,White-collar,Private,Married,USA,False
100345,9,Own-child,White,Male,0,0,35,<=50K,<25,Secondary,Handlers-cleaners,Private,Single,USA,True
184901,9,Husband,White,Male,0,0,40,>50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
87239,9,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Transport-moving,Private,Separated,USA,False
127363,10,Wife,White,Female,0,0,12,<=50K,60+,Secondary,Prof-specialty,Private,Married,USA,False
199720,16,Husband,White,Male,15024,0,60,>50K,40-59,Doctorate,Prof-specialty,Government,Married,Other,False
143058,6,Husband,White,Male,0,0,50,<=50K,25-39,10th,Blue-collar,Private,Married,USA,False
36489,10,Unmarried,White,Male,0,0,40,<=50K,40-59,Secondary,White-collar,Government,Separated,USA,False
141698,9,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,Blue-collar,Private,Single,USA,True
26358,12,Not-in-family,White,Female,0,0,40,<=50K,40-59,Assoc-acdm,Adm-clerical,Government,Single,USA,True
195532,13,Not-in-family,White,Female,8614,0,40,>50K,<25,HigherEd,Prof-specialty,Private,Single,USA,False
30039,10,Own-child,White,Male,0,0,40,<=50K,<25,Secondary,Prof-specialty,Private,Single,USA,True
125159,12,Husband,Black,Male,0,0,40,<=50K,25-39,Assoc-acdm,Handlers-cleaners,Private,Married,Other,True
246250,10,Not-in-family,White,Female,0,0,40,<=50K,<25,Secondary,Blue-collar,Private,Single,USA,True
77370,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Transport-moving,Government,Married,USA,False
355569,11,Unmarried,White,Female,0,0,50,<=50K,25-39,Assoc-voc,White-collar,Private,Single,USA,False
180603,13,Husband,White,Male,0,0,40,>50K,25-39,HigherEd,Sales,Private,Married,USA,False
201785,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Sales,Private,Married,USA,False
256211,9,Husband,Asian-Pac-Islander,Male,0,0,40,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,Other,False
146764,10,Wife,White,Female,0,0,40,>50K,25-39,Secondary,White-collar,Private,Married,USA,False
211968,10,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,?,?,Single,Other,False
200515,10,Husband,White,Male,0,0,38,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,USA,False
52636,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
27049,10,Own-child,White,Female,0,0,20,<=50K,<25,Secondary,White-collar,Private,Single,USA,True
111128,6,Own-child,White,Male,0,0,40,<=50K,25-39,10th,Adm-clerical,Private,Single,USA,True
348038,13,Husband,White,Male,0,1902,50,>50K,25-39,HigherEd,Prof-specialty,Self-Employed,Married,Other,True
93930,9,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Blue-collar,Private,Single,USA,False
397831,10,Husband,White,Male,0,1539,40,<=50K,60+,Secondary,White-collar,Private,Married,USA,False
33794,10,Husband,White,Male,0,0,10,<=50K,40-59,Secondary,Prof-specialty,Private,Married,USA,False
178215,5,Wife,White,Female,0,0,40,>50K,40-59,9th,Machine-op-inspct,Private,Married,USA,False
191910,7,Own-child,White,Male,0,0,20,<=50K,<25,11th,Sales,Local-gov,Single,USA,True
340110,13,Husband,White,Male,0,1848,70,>50K,25-39,HigherEd,White-collar,Private,Married,USA,False
133694,13,Not-in-family,Black,Male,0,0,40,>50K,40-59,HigherEd,White-collar,Self-Employed,Married-spouse-absent,Other,True
148398,9,Not-in-family,Black,Female,0,0,40,<=50K,40-59,Secondary,Machine-op-inspct,Private,Separated,USA,False
133515,10,Other-relative,White,Female,0,0,40,<=50K,<25,Secondary,Sales,Private,Single,USA,True
181667,9,Husband,White,Male,5013,0,46,<=50K,25-39,Secondary,Machine-op-inspct,Private,Married,Other,False
159715,10,Husband,White,Male,0,0,20,<=50K,60+,Secondary,Blue-collar,Private,Married,USA,False
174040,10,Not-in-family,Black,Male,0,0,40,<=50K,40-59,Secondary,Blue-collar,Government,Separated,USA,False
117700,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Separated,USA,False
37215,9,Husband,White,Male,0,0,55,<=50K,25-39,Secondary,Blue-collar,Private,Married,USA,False
46807,9,Husband,White,Male,99999,0,40,>50K,25-39,Secondary,Blue-collar,Self-Employed,Married,USA,False
317360,13,Wife,White,Female,0,0,20,>50K,40-59,HigherEd,Prof-specialty,Self-Employed,Married,USA,False
425627,10,Other-relative,White,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Single,Other,True
82623,9,Husband,White,Male,0,0,20,<=50K,25-39,Secondary,Service,Private,Married,USA,False
63574,10,Own-child,White,Male,0,0,50,<=50K,<25,Secondary,?,?,Single,USA,True
140854,9,Not-in-family,White,Male,0,0,50,<=50K,25-39,Secondary,Prof-specialty,Private,Single,USA,False
185061,7,Other-relative,White,Male,0,0,40,<=50K,25-39,11th,Handlers-cleaners,Private,Single,USA,True
160118,8,Not-in-family,White,Female,0,0,10,<=50K,<25,12th,Sales,Private,Single,Other,True
282680,13,Not-in-family,White,Female,0,0,50,<=50K,40-59,HigherEd,Prof-specialty,Private,Single,USA,False
137591,10,Own-child,White,Male,0,1762,40,<=50K,<25,Secondary,Sales,Private,Single,USA,True
198163,9,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,USA,False
132749,7,Unmarried,White,Female,0,0,12,<=50K,25-39,11th,Service,Private,Separated,USA,True
31264,10,Wife,White,Female,5178,0,40,>50K,40-59,Secondary,White-collar,Local-gov,Married,USA,False
399449,13,Own-child,White,Female,0,0,40,<=50K,<25,HigherEd,Sales,Private,Single,USA,True
27494,10,Husband,Asian-Pac-Islander,Male,0,0,50,<=50K,25-39,Secondary,Sales,Private,Married,Other,False
368561,10,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Blue-collar,Private,Married,USA,False
102096,13,Husband,White,Male,0,0,40,>50K,40-59,HigherEd,White-collar,Private,Married,Other,False
406078,10,Own-child,White,Female,0,0,25,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
100506,10,Husband,White,Male,15024,0,50,>50K,40-59,Secondary,Sales,Self-Employed,Married,USA,False
29658,9,Husband,White,Male,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
20469,9,Other-relative,Asian-Pac-Islander,Female,0,0,12,<=50K,<25,Secondary,?,?,Single,Other,False
181953,9,Husband,White,Male,0,0,28,<=50K,60+,Secondary,Transport-moving,Private,Married,USA,False
304175,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,Prof-specialty,Private,Married,USA,False
170070,12,Own-child,White,Female,0,0,30,<=50K,<25,Assoc-acdm,Service,Private,Separated,USA,True
193416,10,Own-child,White,Female,0,0,40,<=50K,<25,Secondary,?,?,Single,USA,True
194908,9,Not-in-family,White,Female,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Private,Single,USA,False
357962,5,Not-in-family,White,Male,0,0,40,<=50K,25-39,9th,Blue-collar,Self-Employed,Separated,USA,True
214716,10,Own-child,White,Female,0,0,10,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
207578,9,Husband,White,Male,0,0,50,>50K,40-59,Secondary,Adm-clerical,Self-Employed,Married,USA,False
146409,10,Unmarried,White,Female,0,0,40,<=50K,40-59,Secondary,White-collar,Private,Widowed,USA,False
341643,13,Other-relative,White,Male,0,0,50,<=50K,25-39,HigherEd,Service,Private,Single,USA,True
131631,7,Unmarried,Black,Male,0,0,40,<=50K,40-59,11th,Machine-op-inspct,Private,Separated,USA,True
88842,9,Husband,White,Male,99999,0,40,>50K,40-59,Secondary,White-collar,Private,Married,USA,False
128900,10,Not-in-family,Black,Female,0,0,40,<=50K,40-59,Secondary,?,?,Widowed,USA,True
417136,9,Unmarried,Black,Male,0,0,40,<=50K,25-39,Secondary,Blue-collar,Private,Separated,USA,False
336763,10,Unmarried,White,Female,0,880,42,<=50K,40-59,Secondary,Sales,Self-Employed,Separated,USA,False
209301,13,Husband,White,Male,0,0,40,<=50K,25-39,HigherEd,Blue-collar,Private,Married,Other,False
120986,9,Husband,Amer-Indian-Eskimo,Male,0,0,65,<=50K,25-39,Secondary,Transport-moving,Private,Married,USA,False
51025,9,Not-in-family,White,Female,0,0,40,<=50K,25-39,Secondary,Service,Private,Single,USA,False
218281,13,Husband,White,Male,0,0,40,<=50K,40-59,HigherEd,Adm-clerical,Private,Married,Other,False
114994,9,Husband,White,Male,0,0,18,<=50K,60+,Secondary,Handlers-cleaners,Private,Married,USA,False
335481,9,Wife,Black,Female,0,0,32,<=50K,40-59,Secondary,Adm-clerical,Private,Married,USA,False
174503,9,Not-in-family,White,Female,0,0,30,<=50K,<25,Secondary,Adm-clerical,Private,Single,USA,True
230478,12,Not-in-family,White,Male,0,0,30,<=50K,40-59,Assoc-acdm,White-collar,Self-Employed,Separated,USA,True
149650,16,Husband,White,Male,0,0,40,>50K,40-59,Doctorate,Prof-specialty,Government,Married,Other,False
149419,11,Not-in-family,White,Male,0,0,50,<=50K,25-39,Assoc-voc,White-collar,Private,Single,USA,False
341539,10,Not-in-family,White,Female,0,0,30,<=50K,40-59,Secondary,?,?,Separated,USA,False
185099,9,Husband,White,Male,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Married,USA,False
132930,14,Not-in-family,White,Female,0,0,50,>50K,40-59,HigherEd,?,?,Single,USA,False
128472,16,Husband,White,Male,0,0,55,>50K,60+,Doctorate,Prof-specialty,Private,Married,USA,False
124971,9,Not-in-family,White,Male,0,0,38,<=50K,<25,Secondary,Sales,Private,Single,USA,True
344060,15,Husband,White,Male,0,0,50,>50K,40-59,Prof-school,Prof-specialty,Self-Employed,Married,USA,False
286750,15,Husband,Black,Male,0,0,99,>50K,40-59,Prof-school,Prof-specialty,Self-Employed,Married,USA,False
296999,13,Not-in-family,White,Female,0,0,70,<=50K,25-39,HigherEd,White-collar,Private,Single,USA,False
123681,9,Husband,White,Male,0,0,40,>50K,40-59,Secondary,Sales,Private,Married,USA,False
232024,7,Own-child,White,Male,0,0,55,<=50K,<25,11th,Machine-op-inspct,Private,Single,USA,True
52267,14,Husband,White,Male,0,0,50,>50K,40-59,HigherEd,White-collar,Local-gov,Married,USA,False
119182,9,Not-in-family,Black,Female,0,0,35,<=50K,40-59,Secondary,Service,Private,Separated,USA,False
191230,10,Own-child,White,Female,0,0,40,<=50K,25-39,Secondary,White-collar,Private,Single,Other,False
23780,10,Not-in-family,White,Male,0,0,40,<=50K,40-59,Secondary,Adm-clerical,Government,Separated,USA,False
184553,6,Not-in-family,White,Male,0,0,56,<=50K,40-59,10th,Blue-collar,Private,Separated,USA,True
