age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
61-100,Employed,205343,Middle,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,North America,<=50K
26-40,Employed,229328,Middle,9,Married,Machine-op-inspct,Wife,Black,Female,0,0,40,North America,<=50K
26-40,Government,319560,High,11,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,North America,>50K
61-100,Employed,136218,Middle,7,Single,Machine-op-inspct,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Employed,54576,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,323069,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,Other,<=50K
26-40,Employed,148291,Middle,9,Married,Tech-support,Wife,White,Female,0,0,32,North America,<=50K
26-40,Employed,152453,Middle,7,Married,Other-service,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,114053,Higher,13,Single,Transport-moving,Not-in-family,White,Male,0,0,55,North America,<=50K
41-60,Employed,212960,Higher,13,Married,Sales,Husband,White,Male,0,0,35,North America,>50K
41-60,Employed,264052,High,10,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,>50K
0-25,Employed,82804,Middle,9,Single,Handlers-cleaners,Unmarried,Black,Female,0,0,40,North America,<=50K
41-60,Self-Employed,334273,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,60,North America,>50K
0-25,Employed,27337,Middle,9,Single,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,48,North America,<=50K
41-60,Self-Employed,188436,Higher,14,Married,Exec-managerial,Husband,White,Male,5013,0,45,North America,<=50K
41-60,Employed,433665,Low,4,Separated,Other-service,Unmarried,White,Female,0,0,40,North America,<=50K
26-40,Self-Employed,110663,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,North America,<=50K
41-60,Employed,87490,Higher,14,Separated,Exec-managerial,Unmarried,White,Male,0,0,42,North America,<=50K
0-25,Employed,354351,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,40,North America,<=50K
41-60,Employed,95469,Middle,9,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,242718,Middle,7,Single,Sales,Own-child,White,Male,0,0,12,North America,<=50K
26-40,Employed,22463,High,11,Married,Craft-repair,Husband,White,Male,0,1977,40,North America,>50K
26-40,Employed,158156,Higher,16,Single,Prof-specialty,Not-in-family,White,Female,0,0,70,North America,<=50K
26-40,Employed,350162,Higher,13,Married,Exec-managerial,Wife,White,Male,0,0,40,North America,>50K
0-25,?,165532,Middle,8,Single,?,Own-child,White,Male,0,0,25,North America,<=50K
26-40,Self-Employed,28738,High,12,Separated,Sales,Unmarried,White,Female,0,0,35,North America,<=50K
41-60,Government,283635,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Self-Employed,86646,High,10,Married,Craft-repair,Husband,White,Male,0,0,45,North America,<=50K
61-100,?,195733,High,10,Married,?,Husband,White,Male,0,0,30,North America,>50K
41-60,Employed,69884,Middle,9,Married,Sales,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,199713,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,181659,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
26-40,Self-Employed,340939,Higher,13,Single,Tech-support,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,197747,High,10,Single,Sales,Own-child,White,Female,0,0,24,North America,<=50K
26-40,Employed,34292,High,10,Single,Adm-clerical,Not-in-family,White,Male,0,0,60,North America,<=50K
0-25,Employed,156764,Middle,7,Single,Other-service,Own-child,White,Male,0,0,40,North America,<=50K
41-60,Employed,25826,Middle,6,Married,Craft-repair,Husband,White,Male,0,1887,47,North America,>50K
41-60,Self-Employed,103948,Higher,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,80,North America,<=50K
41-60,?,137390,Middle,9,Married,?,Husband,White,Male,0,0,40,North America,<=50K
41-60,?,105138,Middle,9,Married,?,Wife,Asian-Pac-Islander,Female,0,0,40,North America,<=50K
41-60,Employed,39352,Low,4,Single,Transport-moving,Not-in-family,White,Male,0,0,48,North America,>50K
26-40,Employed,168387,Higher,13,Married,Prof-specialty,Husband,White,Male,7688,0,40,North America,>50K
0-25,Employed,117789,Higher,13,Single,Adm-clerical,Own-child,White,Female,0,0,40,North America,<=50K
26-40,Employed,267147,Middle,9,Single,Sales,Own-child,White,Male,0,0,40,North America,<=50K
0-25,?,99399,High,10,Single,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,25,North America,<=50K
41-60,Self-Employed,214242,Higher,15,Married,Prof-specialty,Husband,White,Male,0,1902,50,North America,>50K
0-25,Employed,200408,High,10,Single,Tech-support,Not-in-family,White,Male,2174,0,40,North America,<=50K
41-60,Employed,136455,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,45,North America,<=50K
26-40,Employed,239824,Higher,13,Single,Tech-support,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,217039,High,10,Single,Adm-clerical,Own-child,White,Male,0,0,28,North America,<=50K
41-60,Employed,51290,Low,4,Separated,Other-service,Not-in-family,White,Female,0,0,40,North America,<=50K
41-60,Government,175674,Middle,5,Married,Other-service,Husband,White,Male,0,0,40,North America,<=50K
26-40,Self-Employed,194404,High,12,Single,Farming-fishing,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,45612,Middle,9,Single,Adm-clerical,Unmarried,Black,Female,0,0,37,North America,<=50K
41-60,Employed,410114,Higher,14,Married,Craft-repair,Husband,White,Male,0,0,40,North America,>50K
26-40,Employed,182521,Middle,9,Single,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,North America,<=50K
26-40,Government,339772,Middle,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,North America,<=50K
0-25,Employed,169658,Middle,6,Single,Other-service,Own-child,White,Female,0,0,21,North America,<=50K
41-60,Employed,200853,Higher,14,Separated,Prof-specialty,Not-in-family,White,Female,6849,0,60,North America,<=50K
0-25,Employed,247564,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,249909,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,50,North America,<=50K
26-40,Government,208122,Higher,13,Single,Prof-specialty,Own-child,White,Male,1055,0,40,North America,<=50K
26-40,Employed,109881,Higher,13,Single,Other-service,Own-child,White,Female,0,0,20,North America,<=50K
26-40,Employed,207824,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,60,North America,<=50K
26-40,Employed,369027,Middle,9,Married,Transport-moving,Husband,Black,Male,0,0,45,North America,<=50K
41-60,Self-Employed,114117,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,32,North America,<=50K
41-60,Self-Employed,51048,Higher,13,Married,Sales,Husband,White,Male,0,0,55,North America,<=50K
41-60,Employed,102388,Higher,15,Married,Prof-specialty,Husband,White,Male,15024,0,45,North America,>50K
0-25,Employed,190483,Higher,13,Single,Sales,Own-child,White,Female,0,0,20,North America,<=50K
41-60,Employed,462440,Middle,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,North America,<=50K
61-100,Employed,109351,Middle,5,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,24,North America,<=50K
26-40,Employed,34383,High,11,Married,Transport-moving,Husband,White,Male,0,0,55,North America,<=50K
41-60,Employed,241832,Middle,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,Other,<=50K
26-40,Employed,124187,Middle,9,Single,Farming-fishing,Own-child,Black,Male,0,0,60,North America,<=50K
26-40,Employed,153614,Middle,9,Married,Sales,Husband,White,Male,0,0,45,North America,>50K
26-40,Self-Employed,267556,Middle,9,Married,Sales,Husband,White,Male,0,0,64,North America,<=50K
26-40,Employed,205469,High,10,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
41-60,Employed,268090,Higher,13,Married,Sales,Husband,White,Male,0,0,26,North America,>50K
41-60,Government,120451,Middle,6,Separated,Other-service,Unmarried,Black,Female,0,0,40,North America,<=50K
41-60,Employed,154374,High,10,Married,Craft-repair,Husband,White,Male,15024,0,60,North America,>50K
26-40,Employed,103649,Higher,13,Married,Adm-clerical,Wife,Black,Female,0,0,40,North America,>50K
41-60,Self-Employed,35723,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,60,North America,<=50K
0-25,Employed,262601,Middle,9,Single,Other-service,Own-child,White,Female,0,0,14,North America,<=50K
0-25,Employed,226181,Higher,13,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,175697,Higher,13,Married,Exec-managerial,Husband,White,Male,15024,0,60,North America,>50K
41-60,Self-Employed,248145,Low,3,Married,Transport-moving,Husband,White,Male,0,0,50,Other,<=50K
41-60,Self-Employed,289436,Higher,16,Married,Prof-specialty,Husband,White,Male,0,0,60,North America,>50K
26-40,Employed,75654,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,55,North America,<=50K
41-60,Employed,199378,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,160968,High,10,Single,Handlers-cleaners,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,188563,High,10,Married,Sales,Husband,White,Male,5178,0,50,North America,>50K
26-40,Employed,55849,High,10,Married,Craft-repair,Husband,White,Male,0,0,45,North America,<=50K
41-60,Self-Employed,195322,Higher,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,>50K
26-40,Government,402089,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,North America,<=50K
61-100,Employed,78277,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,15,North America,<=50K
41-60,?,158611,Middle,9,Married,?,Husband,White,Male,0,0,50,North America,<=50K
26-40,Government,169496,Higher,13,Married,Tech-support,Husband,White,Male,0,0,40,North America,>50K
0-25,Employed,130959,High,10,Single,Other-service,Own-child,White,Male,0,0,20,North America,<=50K
0-25,Employed,556660,Middle,9,Single,Exec-managerial,Other-relative,White,Male,4101,0,50,North America,<=50K
26-40,Employed,292472,Higher,16,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Other,>50K
26-40,Government,143774,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,North America,<=50K
26-40,Employed,288341,Middle,9,Single,Machine-op-inspct,Own-child,White,Female,0,0,32,North America,<=50K
26-40,Government,71592,High,10,Single,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Asia,<=50K
61-100,?,167358,Middle,5,Widowed,?,Unmarried,White,Female,1111,0,15,North America,<=50K
26-40,Employed,106742,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,45,North America,<=50K
41-60,Employed,219288,Low,4,Married,Craft-repair,Husband,White,Male,0,0,35,North America,<=50K
41-60,Employed,174524,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,>50K
41-60,Self-Employed,335183,Middle,8,Married,Handlers-cleaners,Husband,Black,Male,0,0,40,North America,>50K
26-40,Employed,261293,Higher,14,Single,Sales,Not-in-family,White,Male,0,0,60,North America,<=50K
26-40,Employed,111900,High,10,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Government,194360,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,38,North America,<=50K
0-25,Employed,81145,High,10,Single,Sales,Not-in-family,White,Female,0,0,25,North America,<=50K
41-60,Employed,341204,High,12,Separated,Prof-specialty,Unmarried,White,Female,8614,0,40,North America,>50K
26-40,Government,249362,High,10,Married,Transport-moving,Husband,White,Male,3411,0,40,North America,<=50K
41-60,Employed,247019,Middle,9,Married,Craft-repair,Husband,Black,Male,0,0,40,North America,>50K
0-25,Employed,172146,Middle,5,Single,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,North America,<=50K
41-60,Government,110457,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,?,80077,Middle,7,Single,?,Own-child,White,Female,0,0,20,North America,<=50K
0-25,Self-Employed,368700,Middle,7,Single,Farming-fishing,Own-child,White,Male,0,0,10,North America,<=50K
26-40,Employed,182556,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,40,North America,>50K
41-60,Self-Employed,219420,Middle,9,Married,Sales,Husband,White,Male,0,0,50,North America,>50K
0-25,Employed,240817,Middle,9,Single,Sales,Own-child,White,Female,2597,0,40,North America,<=50K
0-25,Employed,102726,Middle,8,Single,Other-service,Own-child,White,Male,0,0,16,North America,<=50K
26-40,Employed,226267,High,10,Married,Adm-clerical,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,125457,Middle,9,Single,Craft-repair,Not-in-family,White,Male,0,0,45,North America,<=50K
41-60,Self-Employed,204021,Middle,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,50,North America,<=50K
26-40,Government,92262,Middle,9,Single,Protective-serv,Own-child,White,Male,0,0,48,North America,<=50K
26-40,Employed,161141,High,11,Married,Craft-repair,Husband,White,Male,0,0,40,Other,>50K
26-40,Self-Employed,190290,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,40,North America,>50K
0-25,Government,430828,High,10,Separated,Exec-managerial,Unmarried,Black,Male,0,0,40,North America,<=50K
0-25,Government,59342,Middle,7,Single,Adm-clerical,Own-child,White,Female,0,0,5,North America,<=50K
26-40,Employed,136721,Middle,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,40,North America,<=50K
41-60,Government,86644,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,55,North America,<=50K
41-60,Employed,195124,Higher,14,Single,Exec-managerial,Not-in-family,White,Male,0,0,35,Other,<=50K
26-40,Employed,167350,Middle,9,Single,Other-service,Other-relative,White,Male,0,0,30,North America,<=50K
41-60,Government,113000,High,10,Married,Farming-fishing,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,140027,High,10,Single,Machine-op-inspct,Own-child,Black,Female,0,0,45,North America,<=50K
41-60,Employed,262425,High,10,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,<=50K
0-25,Employed,316702,High,10,Single,Prof-specialty,Own-child,White,Male,0,0,20,North America,<=50K
0-25,Government,335453,Higher,13,Single,Tech-support,Not-in-family,White,Female,0,0,20,North America,<=50K
0-25,?,202480,High,12,Single,?,Other-relative,White,Male,0,0,45,North America,<=50K
26-40,Employed,203628,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,60,North America,>50K
26-40,Employed,118710,Higher,14,Married,Tech-support,Husband,White,Male,0,1902,40,North America,>50K
26-40,Employed,189620,Higher,13,Single,Prof-specialty,Own-child,White,Female,0,0,40,Other,<=50K
0-25,Employed,475028,Middle,9,Single,Sales,Own-child,White,Female,0,0,20,North America,<=50K
26-40,Government,110866,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,50,North America,<=50K
26-40,Employed,243605,Higher,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Other,<=50K
0-25,Employed,163870,High,10,Single,Handlers-cleaners,Own-child,White,Male,0,0,30,North America,<=50K
26-40,Self-Employed,80145,High,10,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
41-60,Employed,295566,Higher,16,Separated,Prof-specialty,Unmarried,White,Female,25236,0,65,North America,>50K
41-60,Employed,63042,Higher,13,Separated,Exec-managerial,Own-child,White,Female,0,0,50,North America,>50K
26-40,Employed,229148,Middle,8,Married,Other-service,Husband,Black,Male,0,0,40,Other,<=50K
41-60,Employed,242552,High,10,Single,Sales,Not-in-family,Black,Male,0,0,40,North America,<=50K
41-60,Employed,177665,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,35,North America,<=50K
0-25,Employed,208103,Middle,7,Single,Other-service,Other-relative,White,Male,0,0,25,North America,<=50K
26-40,Employed,296450,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,<=50K
26-40,Employed,70282,High,10,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,North America,<=50K
26-40,Employed,271767,Higher,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,<=50K
26-40,Employed,144995,High,11,Married,Tech-support,Husband,White,Male,4386,0,40,North America,<=50K
26-40,Government,382635,Higher,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,35,Other,<=50K
26-40,Employed,295697,Middle,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,North America,<=50K
26-40,Employed,194141,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
0-25,Government,378418,Middle,9,Single,Tech-support,Own-child,White,Female,0,0,40,North America,<=50K
0-25,Employed,214399,High,10,Single,Sales,Own-child,White,Female,0,0,15,North America,<=50K
26-40,Employed,217460,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,45,North America,>50K
26-40,Employed,182556,Middle,9,Single,Other-service,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Employed,125831,Middle,9,Married,Craft-repair,Husband,White,Male,0,2051,60,North America,<=50K
26-40,Employed,271328,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,4650,0,40,North America,<=50K
41-60,Government,50459,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,42,North America,>50K
41-60,Employed,162140,Higher,13,Married,Exec-managerial,Husband,White,Male,7298,0,45,North America,>50K
41-60,Employed,177937,Higher,13,Single,Prof-specialty,Not-in-family,White,Male,0,0,40,Other,>50K
41-60,Employed,111502,Middle,9,Married,Sales,Wife,White,Female,0,0,40,North America,<=50K
0-25,Employed,299047,High,10,Single,Other-service,Not-in-family,White,Female,0,0,20,North America,<=50K
26-40,Employed,223212,Middle,9,Married,Other-service,Husband,White,Male,0,0,40,North America,<=50K
61-100,Self-Employed,118474,Middle,7,Married,Exec-managerial,Husband,White,Male,9386,0,59,Other,>50K
0-25,Employed,352139,High,10,Single,Other-service,Not-in-family,White,Female,0,0,24,North America,<=50K
41-60,Employed,173093,High,10,Separated,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,North America,<=50K
26-40,Employed,181655,High,11,Married,Adm-clerical,Husband,White,Male,0,2377,45,North America,<=50K
0-25,Employed,332702,High,11,Single,Other-service,Own-child,White,Female,0,0,15,North America,<=50K
41-60,?,51164,High,10,Married,?,Wife,Black,Female,0,0,40,North America,<=50K
26-40,Employed,234901,High,10,Married,Craft-repair,Husband,White,Male,2407,0,40,North America,<=50K
26-40,Employed,131414,High,10,Single,Sales,Not-in-family,Black,Female,0,0,36,North America,<=50K
41-60,Government,260960,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,50,North America,<=50K
41-60,Employed,156052,Middle,9,Widowed,Other-service,Unmarried,Black,Female,594,0,20,North America,<=50K
41-60,Employed,279914,Higher,13,Married,Tech-support,Husband,White,Male,0,0,40,North America,>50K
0-25,Employed,192453,High,10,Single,Other-service,Other-relative,White,Female,0,0,25,North America,<=50K
41-60,Self-Employed,200939,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,72,North America,<=50K
41-60,Employed,151408,Higher,14,Single,Exec-managerial,Not-in-family,White,Female,14084,0,50,North America,>50K
26-40,Employed,112847,High,11,Single,Tech-support,Own-child,White,Male,0,0,40,North America,<=50K
0-25,Employed,316929,Middle,8,Single,Handlers-cleaners,Own-child,White,Male,0,0,20,North America,<=50K
41-60,Government,126319,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,40,North America,>50K
41-60,Employed,197422,Middle,9,Married,Transport-moving,Husband,White,Male,7688,0,40,North America,>50K
26-40,Employed,267736,High,10,Single,Adm-clerical,Own-child,Black,Female,0,0,40,North America,<=50K
26-40,Employed,267034,Middle,7,Single,Craft-repair,Own-child,Black,Male,0,0,40,Other,<=50K
41-60,Government,193047,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,37,North America,<=50K
26-40,Government,356089,Higher,13,Married,Exec-managerial,Husband,White,Male,7688,0,40,North America,>50K
0-25,Employed,223515,Higher,13,Single,Prof-specialty,Unmarried,White,Male,0,0,20,North America,<=50K
41-60,Self-Employed,87510,Middle,6,Married,Craft-repair,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,145111,Middle,9,Single,Transport-moving,Unmarried,White,Male,0,0,50,North America,<=50K
26-40,Employed,48093,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,31757,High,11,Single,Craft-repair,Own-child,White,Male,0,0,38,North America,<=50K
41-60,Employed,285854,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,40,North America,>50K
26-40,Government,120064,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,45,North America,<=50K
41-60,Government,167381,Middle,9,Married,Adm-clerical,Wife,White,Female,0,0,40,North America,>50K
26-40,Employed,103408,Middle,9,Single,Farming-fishing,Not-in-family,Black,Male,0,0,40,North America,<=50K
26-40,Employed,101460,Middle,9,Single,Other-service,Not-in-family,White,Female,0,0,18,North America,<=50K
41-60,Government,420537,Middle,9,Married,Adm-clerical,Wife,White,Female,0,0,38,North America,>50K
26-40,Government,119411,Middle,9,Separated,Protective-serv,Unmarried,White,Male,0,0,40,Other,<=50K
41-60,Self-Employed,128272,Higher,16,Married,Exec-managerial,Husband,White,Male,0,0,70,North America,>50K
41-60,Employed,386773,Higher,13,Single,Sales,Not-in-family,White,Male,0,0,55,North America,>50K
26-40,Employed,283268,Middle,6,Separated,Other-service,Unmarried,White,Female,0,0,42,North America,<=50K
26-40,Government,301526,High,10,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,North America,<=50K
0-25,Employed,151790,High,10,Married,Sales,Wife,White,Female,0,0,30,Europe,<=50K
41-60,Self-Employed,106252,Higher,13,Separated,Sales,Not-in-family,White,Female,0,0,50,North America,<=50K
26-40,Employed,188557,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,40,North America,<=50K
26-40,Employed,171114,High,10,Single,Farming-fishing,Not-in-family,White,Female,0,0,38,North America,<=50K
26-40,Employed,327323,Low,3,Separated,Farming-fishing,Not-in-family,White,Male,0,0,32,South America,<=50K
26-40,Employed,244147,Middle,9,Separated,Craft-repair,Unmarried,White,Male,0,0,55,North America,<=50K
26-40,Employed,280282,High,11,Married,Tech-support,Wife,White,Female,0,0,24,North America,>50K
41-60,Employed,116442,Middle,9,Single,Sales,Not-in-family,White,Male,0,0,38,North America,<=50K
0-25,Government,282579,High,11,Separated,Tech-support,Not-in-family,White,Male,0,0,56,North America,<=50K
26-40,Employed,51838,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,North America,<=50K
26-40,Employed,73585,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,40,Other,<=50K
41-60,Employed,226902,Higher,13,Married,Sales,Husband,White,Male,0,0,50,North America,>50K
41-60,Employed,279129,High,10,Single,Tech-support,Not-in-family,White,Male,0,0,40,North America,<=50K
41-60,Government,146908,High,10,Married,Craft-repair,Husband,White,Male,0,0,40,Other,<=50K
26-40,Employed,196690,High,11,Single,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,North America,<=50K
26-40,Employed,130760,High,11,Married,Exec-managerial,Husband,White,Male,0,0,50,North America,>50K
41-60,Self-Employed,49572,High,10,Married,Exec-managerial,Husband,White,Male,0,0,60,North America,<=50K
26-40,Employed,237601,Higher,13,Single,Sales,Not-in-family,Other,Female,0,0,55,North America,>50K
41-60,Employed,169628,High,10,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,38,North America,<=50K
61-100,Self-Employed,36671,Middle,9,Married,Farming-fishing,Husband,White,Male,0,2352,50,North America,<=50K
0-25,Employed,231193,Middle,8,Single,Machine-op-inspct,Own-child,White,Male,0,0,30,North America,<=50K
41-60,?,192130,Middle,9,Married,?,Husband,White,Male,0,0,16,North America,<=50K
0-25,?,149704,Middle,9,Single,?,Not-in-family,White,Female,1055,0,40,North America,<=50K
41-60,Employed,102102,High,11,Married,Tech-support,Husband,White,Male,0,0,50,North America,>50K
41-60,Self-Employed,32185,Higher,13,Married,Tech-support,Husband,White,Male,0,0,40,North America,<=50K
0-25,?,196061,High,10,Single,?,Own-child,White,Male,0,0,33,North America,<=50K
0-25,Employed,211046,Middle,9,Single,Sales,Not-in-family,White,Female,2463,0,40,North America,<=50K
41-60,Employed,31577,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,60,North America,>50K
0-25,Employed,162343,High,10,Single,Other-service,Other-relative,Black,Male,0,0,20,North America,<=50K
61-100,Employed,128831,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,40,North America,<=50K
0-25,Employed,316688,Middle,9,Single,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,North America,<=50K
41-60,Employed,90758,Higher,14,Single,Tech-support,Not-in-family,White,Male,0,0,35,North America,>50K
41-60,Employed,274363,Higher,13,Married,Exec-managerial,Husband,White,Male,0,1902,40,Europe,>50K
41-60,Employed,154538,High,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,North America,<=50K
0-25,Employed,106085,Middle,9,Single,Other-service,Own-child,Black,Male,0,1721,30,North America,<=50K
61-100,Self-Employed,315859,Middle,7,Single,Farming-fishing,Unmarried,White,Male,0,0,20,North America,<=50K
26-40,Employed,51471,Middle,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,38,North America,<=50K
0-25,Employed,193830,Middle,7,Single,Sales,Own-child,White,Female,0,0,20,North America,<=50K
26-40,Employed,231043,Middle,9,Married,Craft-repair,Husband,White,Male,5178,0,48,North America,>50K
41-60,?,23780,Higher,14,Married-spouse-absent,?,Other-relative,White,Male,0,0,40,North America,<=50K
26-40,Employed,169879,Higher,13,Married,Prof-specialty,Husband,White,Male,3103,0,47,North America,>50K
61-100,Employed,270333,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,40,North America,>50K
0-25,Employed,138768,Middle,9,Single,Transport-moving,Own-child,White,Male,0,0,30,North America,<=50K
26-40,Employed,191571,Middle,9,Separated,Other-service,Own-child,White,Female,0,0,36,North America,<=50K
0-25,?,219941,High,10,Single,?,Own-child,Black,Male,0,0,40,North America,<=50K
41-60,Employed,94113,High,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,North America,<=50K
0-25,Employed,137510,High,10,Single,Adm-clerical,Own-child,White,Male,0,0,40,North America,<=50K
0-25,Employed,32607,Middle,6,Single,Farming-fishing,Own-child,White,Male,0,0,20,North America,<=50K
41-60,Self-Employed,93208,Middle,9,Married,Other-service,Wife,White,Female,0,0,75,Europe,<=50K
41-60,Employed,254440,High,11,Single,Prof-specialty,Not-in-family,White,Female,0,0,60,North America,<=50K
41-60,Employed,186556,High,10,Married,Craft-repair,Husband,White,Male,0,0,50,North America,>50K
61-100,Employed,169871,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,45,North America,<=50K
41-60,Employed,191277,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,50,North America,>50K
41-60,Employed,167159,High,11,Single,Adm-clerical,Unmarried,White,Male,0,0,40,North America,<=50K
26-40,Employed,171871,Higher,14,Single,Prof-specialty,Not-in-family,White,Female,0,0,46,North America,<=50K
26-40,Employed,154411,High,11,Single,Tech-support,Own-child,White,Male,0,0,40,North America,<=50K
26-40,Employed,129227,Middle,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,North America,<=50K
26-40,Employed,110331,Middle,9,Married,Exec-managerial,Husband,White,Male,0,1672,60,North America,<=50K
41-60,Employed,34269,Middle,9,Widowed,Transport-moving,Unmarried,White,Male,0,653,42,North America,>50K
61-100,Employed,174355,Middle,9,Widowed,Other-service,Not-in-family,White,Female,0,0,40,North America,<=50K
