age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
26-40,Government,149455,Middle,9,Single,Other-service,Unmarried,Black,Female,0,0,21-40,North America,<=50K
41-60,Government,165108,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,115178,High,11,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,>50K
0-25,Employed,149224,High,10,Single,Transport-moving,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,174717,Higher,13,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
61-100,?,173064,Higher,13,Married,?,Husband,White,Male,0,0,0-20,North America,<=50K
26-40,Employed,147755,High,10,Married,Craft-repair,Husband,White,Male,0,1672,21-40,North America,<=50K
41-60,Self-Employed,135716,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,61-100,North America,<=50K
41-60,Employed,44216,Middle,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,37359,High,11,Married,Prof-specialty,Husband,White,Male,99999,0,41-60,North America,>50K
26-40,Employed,154950,High,10,Married,Exec-managerial,Husband,White,Male,15024,0,41-60,North America,>50K
26-40,Employed,356934,High,12,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,>50K
26-40,Employed,271714,High,10,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,107417,Middle,9,Single,Other-service,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Government,116554,Higher,13,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,917220,Middle,8,Single,Transport-moving,Own-child,Black,Male,0,0,21-40,North America,<=50K
26-40,Employed,62737,High,11,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,275223,Higher,13,Married,Sales,Husband,White,Male,7688,0,21-40,North America,>50K
26-40,Self-Employed,381931,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,246974,High,11,Single,Tech-support,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,105431,Middle,9,Separated,Other-service,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,146311,Middle,5,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,159869,Higher,16,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,204641,High,10,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,227615,Low,2,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,?,107744,High,10,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,360393,Higher,14,Married,Exec-managerial,Husband,White,Male,0,1902,41-60,North America,>50K
0-25,Employed,263340,High,10,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
0-25,Employed,141918,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,294292,Higher,15,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,128736,Higher,13,Single,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Government,511289,High,11,Married,Protective-serv,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,302406,High,10,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Government,101517,High,10,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,103111,Higher,15,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,31606,Middle,9,Single,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,34292,Middle,9,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,107882,High,12,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
0-25,Employed,39529,Middle,8,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,107812,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,229729,Middle,9,Single,Transport-moving,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,111891,Middle,9,Separated,Machine-op-inspct,Other-relative,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,340917,Middle,9,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
61-100,Employed,202952,Middle,6,Separated,Other-service,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
26-40,Employed,114955,High,12,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,159869,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Self-Employed,57758,High,11,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,207064,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,193090,High,10,Single,Adm-clerical,Not-in-family,White,Female,3674,0,21-40,North America,<=50K
26-40,Government,304960,High,12,Single,Adm-clerical,Not-in-family,White,Female,0,1980,21-40,North America,<=50K
0-25,?,210029,High,10,Single,?,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,142519,Middle,9,Single,Handlers-cleaners,Own-child,White,Male,0,0,21-40,North America,<=50K
61-100,Self-Employed,192230,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,292592,Middle,9,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,51111,High,10,Single,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Government,188291,Higher,13,Married,Protective-serv,Husband,White,Male,0,1902,21-40,North America,>50K
61-100,?,191188,Middle,9,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,175120,Middle,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,253814,Higher,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,41-60,North America,<=50K
26-40,Employed,159247,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,213464,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,211968,High,11,Single,Other-service,Own-child,White,Female,0,0,0-20,North America,<=50K
41-60,Government,32016,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,135020,Middle,9,Single,Transport-moving,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,142712,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,112176,High,10,Separated,Sales,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Government,262233,Higher,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,>50K
26-40,Employed,306678,Middle,9,Married,Machine-op-inspct,Husband,White,Male,2885,0,21-40,North America,<=50K
0-25,?,217769,High,10,Single,?,Own-child,White,Female,594,0,0-20,North America,<=50K
26-40,Government,308945,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,46699,Middle,9,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,377757,Middle,5,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,220993,Middle,9,Single,Sales,Not-in-family,White,Male,0,1590,41-60,North America,<=50K
41-60,Employed,102147,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,113770,Middle,9,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,148900,Higher,13,Married,Prof-specialty,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Government,329426,Higher,13,Single,Exec-managerial,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Government,101950,Higher,15,Separated,Prof-specialty,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,32537,Middle,9,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,209547,Middle,9,Single,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,202373,High,10,Single,Sales,Own-child,Black,Male,0,0,21-40,North America,<=50K
0-25,Employed,138768,Middle,9,Single,Adm-clerical,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,143482,Middle,9,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,200190,High,12,Married,Sales,Husband,White,Male,0,0,61-100,North America,>50K
26-40,Employed,168407,High,10,Separated,Adm-clerical,Unmarried,White,Female,5721,0,41-60,North America,<=50K
0-25,Employed,270517,Middle,9,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,105693,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,189589,High,10,Separated,Tech-support,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,164574,Middle,9,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Government,33155,Middle,9,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,215955,Higher,13,Married,Exec-managerial,Husband,White,Male,3103,0,21-40,North America,>50K
41-60,Employed,211253,Higher,13,Separated,Exec-managerial,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,137895,Middle,9,Married,Sales,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,295922,High,10,Single,Adm-clerical,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,175856,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,216129,Middle,9,Single,Adm-clerical,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Government,214242,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,285457,High,10,Single,Transport-moving,Own-child,White,Male,0,0,41-60,North America,<=50K
0-25,?,246386,Middle,9,Single,?,Unmarried,Black,Female,0,0,21-40,North America,<=50K
0-25,Employed,142751,Middle,6,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Government,283635,Higher,14,Separated,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,76482,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Government,431745,Middle,7,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,141944,Middle,9,Married,Machine-op-inspct,Husband,White,Male,4386,0,21-40,North America,>50K
26-40,Employed,193042,Higher,15,Married,Sales,Husband,White,Male,15024,0,41-60,North America,>50K
41-60,Government,172046,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,185177,Higher,13,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,102858,High,12,Married,Prof-specialty,Husband,White,Male,0,2002,41-60,North America,<=50K
0-25,Employed,115895,High,10,Single,Sales,Own-child,White,Female,0,0,0-20,North America,<=50K
0-25,Employed,184589,Higher,13,Single,Prof-specialty,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,282611,Higher,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,218649,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Government,157541,High,10,Single,Prof-specialty,Not-in-family,White,Male,0,0,0-20,North America,<=50K
61-100,Employed,145419,Middle,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,204584,Higher,14,Separated,Sales,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,117210,High,10,Single,Sales,Own-child,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,69481,Middle,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,148492,Middle,9,Married,Craft-repair,Husband,White,Male,0,1485,41-60,North America,>50K
26-40,Employed,29312,Middle,6,Married,Transport-moving,Husband,White,Male,0,0,61-100,North America,>50K
41-60,Employed,120302,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,?,111916,Middle,9,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,182227,High,10,Single,Adm-clerical,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,219110,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,427862,High,10,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,164043,Middle,9,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,?,116632,High,10,Married,?,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Self-Employed,289731,Middle,7,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,256362,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
0-25,Employed,73679,High,10,Single,Exec-managerial,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Government,357720,High,11,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,138077,Higher,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,183479,High,11,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,172304,Middle,6,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,294485,Middle,6,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,637080,High,10,Single,Sales,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,385959,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,41-60,North America,<=50K
26-40,Self-Employed,116539,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,129263,High,10,Separated,Exec-managerial,Unmarried,White,Female,0,0,41-60,North America,<=50K
41-60,Government,94937,Higher,13,Separated,Adm-clerical,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,220269,High,10,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Self-Employed,169544,Middle,9,Married,Transport-moving,Husband,White,Male,5178,0,21-40,North America,>50K
26-40,Employed,214604,Higher,13,Married,Sales,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,81540,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,24013,High,10,Married,Exec-managerial,Husband,White,Male,0,0,61-100,North America,>50K
26-40,Government,313729,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,?,168524,High,11,Married,?,Own-child,White,Female,0,0,21-40,North America,<=50K
41-60,Self-Employed,113324,High,11,Married,Farming-fishing,Husband,White,Male,0,0,61-100,North America,>50K
0-25,Employed,215477,High,10,Single,Transport-moving,Own-child,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,199903,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,431861,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,274679,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,177499,Higher,13,Single,Craft-repair,Own-child,White,Male,0,1590,21-40,North America,<=50K
26-40,Employed,206125,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Government,221740,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,202652,Middle,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,348960,Middle,9,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,171876,High,10,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,157932,Middle,6,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,40067,High,10,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,189762,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,>50K
61-100,?,149049,Middle,9,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,?,29020,Higher,15,Married,?,Husband,White,Male,10605,0,0-20,North America,>50K
0-25,Employed,38251,Middle,9,Single,Other-service,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,196385,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Self-Employed,104973,Higher,14,Married,Farming-fishing,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Government,34218,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,235924,Higher,13,Separated,Exec-managerial,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,98656,High,10,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Government,296466,Higher,14,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,323069,High,11,Separated,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,184756,Higher,13,Single,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,130724,High,10,Single,Sales,Own-child,Black,Male,0,0,21-40,North America,<=50K
26-40,Employed,187164,Middle,9,Married,Exec-managerial,Husband,White,Male,0,1672,41-60,North America,<=50K
26-40,Employed,216479,Middle,9,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
61-100,Employed,135480,Middle,9,Married,Sales,Husband,White,Male,0,0,0-20,North America,<=50K
61-100,Government,114650,Middle,5,Married,Craft-repair,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,240172,Higher,13,Single,Exec-managerial,Other-relative,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,184831,High,10,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,124590,Middle,9,Single,Exec-managerial,Other-relative,White,Male,0,0,21-40,North America,<=50K
41-60,Government,120429,Higher,16,Married,Prof-specialty,Husband,White,Male,15024,0,41-60,North America,>50K
0-25,Employed,156874,Middle,8,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,177727,Middle,6,Married,Sales,Husband,White,Male,4064,0,41-60,North America,<=50K
41-60,Government,334409,Higher,13,Married,Prof-specialty,Wife,White,Female,0,0,41-60,North America,>50K
0-25,Employed,214227,High,11,Separated,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,115849,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,671292,Middle,9,Married,Transport-moving,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,141824,High,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,21-40,North America,<=50K
0-25,Employed,310152,High,10,Single,Other-service,Not-in-family,White,Male,3325,0,21-40,North America,<=50K
0-25,Employed,179953,Higher,14,Single,Prof-specialty,Own-child,White,Female,2597,0,21-40,North America,<=50K
26-40,Employed,103323,High,12,Married,Machine-op-inspct,Husband,White,Male,2829,0,21-40,North America,<=50K
41-60,Employed,174426,High,10,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,192779,High,12,Separated,Adm-clerical,Unmarried,White,Male,0,2258,21-40,North America,>50K
26-40,Employed,132601,Higher,13,Married,Exec-managerial,Husband,White,Male,99999,0,41-60,North America,>50K
41-60,Self-Employed,253060,Higher,13,Married,Sales,Husband,White,Male,7688,0,41-60,North America,>50K
41-60,Employed,108435,Higher,14,Married,Exec-managerial,Husband,White,Male,99999,0,41-60,North America,>50K
26-40,Government,210452,Higher,14,Married,Exec-managerial,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,199303,Middle,9,Married,Adm-clerical,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,83064,High,10,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,44419,High,10,Single,Tech-support,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Self-Employed,442612,Middle,9,Married,Sales,Husband,White,Male,0,0,61-100,North America,>50K
26-40,Government,158092,High,10,Single,Adm-clerical,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,374833,Low,2,Married,Handlers-cleaners,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,112650,Middle,9,Separated,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Government,183390,Higher,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,>50K
26-40,Employed,207418,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,41-60,North America,<=50K
0-25,?,335453,High,10,Single,?,Own-child,White,Female,0,0,0-20,North America,<=50K
26-40,Employed,243660,Middle,9,Married,Machine-op-inspct,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,54243,Middle,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,247025,High,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
41-60,?,29231,Low,4,Married,?,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Government,176716,Higher,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Self-Employed,118429,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Government,221532,Higher,13,Married,Protective-serv,Husband,White,Male,0,0,41-60,North America,>50K
0-25,?,120572,High,10,Single,?,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Government,124680,Higher,14,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,153160,Middle,9,Widowed,Other-service,Unmarried,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,114678,Middle,9,Separated,Other-service,Unmarried,Black,Female,5455,0,21-40,North America,<=50K
41-60,Government,142856,Middle,9,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,29702,Middle,9,Married,Sales,Husband,White,Male,7688,0,21-40,North America,>50K
0-25,Employed,277700,Low,1,Single,Other-service,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Self-Employed,67433,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,<=50K
41-60,Employed,121124,Middle,5,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,394447,Higher,14,Married,Prof-specialty,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,79649,High,10,Married,Sales,Husband,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,229029,Higher,13,Married,Exec-managerial,Husband,White,Male,15024,0,41-60,North America,>50K
0-25,?,494638,High,12,Single,?,Own-child,White,Male,0,0,0-20,North America,<=50K
41-60,Employed,162816,High,12,Married,Transport-moving,Husband,White,Male,0,0,41-60,North America,<=50K
26-40,Employed,109117,High,11,Single,Handlers-cleaners,Own-child,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,32732,Middle,9,Married,Craft-repair,Husband,White,Male,0,0,41-60,North America,<=50K
0-25,Employed,34590,High,10,Single,Farming-fishing,Own-child,White,Male,0,0,41-60,North America,<=50K
0-25,?,276864,High,10,Single,?,Own-child,White,Female,0,1602,0-20,North America,<=50K
41-60,Employed,168625,Middle,9,Separated,Prof-specialty,Not-in-family,White,Female,4101,0,21-40,North America,<=50K
26-40,Employed,91037,Middle,9,Married,Adm-clerical,Wife,White,Female,0,0,21-40,North America,>50K
41-60,Employed,171484,Middle,6,Married,Machine-op-inspct,Husband,White,Male,0,0,21-40,North America,>50K
41-60,Employed,200453,Middle,9,Married,Craft-repair,Husband,White,Male,15024,0,21-40,North America,>50K
26-40,Employed,198211,Middle,9,Married,Tech-support,Husband,White,Male,0,0,21-40,North America,<=50K
61-100,?,30475,Low,4,Married,?,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,245790,Middle,9,Single,Craft-repair,Own-child,White,Male,0,0,21-40,North America,<=50K
41-60,Employed,182687,High,12,Separated,Other-service,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Government,247807,High,11,Single,Protective-serv,Not-in-family,White,Male,0,0,21-40,North America,>50K
41-60,Employed,163113,Middle,9,Widowed,Sales,Not-in-family,White,Female,0,0,21-40,North America,>50K
41-60,Employed,180522,High,10,Single,Handlers-cleaners,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,87469,Middle,9,Single,Other-service,Not-in-family,White,Male,0,0,21-40,North America,<=50K
0-25,?,216563,Middle,7,Single,?,Other-relative,White,Male,0,0,21-40,North America,<=50K
41-60,Government,173584,Higher,13,Single,Prof-specialty,Not-in-family,White,Female,0,0,41-60,North America,<=50K
41-60,Government,80282,Higher,13,Married,Prof-specialty,Husband,White,Male,3137,0,21-40,North America,<=50K
26-40,Employed,134088,High,12,Single,Adm-clerical,Not-in-family,White,Female,0,0,21-40,North America,<=50K
41-60,Employed,246396,Middle,9,Married,Adm-clerical,Husband,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,159255,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
26-40,Employed,106014,High,10,Single,Other-service,Not-in-family,White,Male,0,0,21-40,North America,<=50K
26-40,Employed,186934,Middle,9,Married,Exec-managerial,Husband,White,Male,7688,0,41-60,North America,>50K
26-40,Employed,120130,High,10,Separated,Machine-op-inspct,Own-child,White,Male,0,0,21-40,North America,<=50K
0-25,Employed,207940,Middle,9,Married,Other-service,Wife,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,302406,Higher,15,Single,Prof-specialty,Not-in-family,White,Male,0,0,41-60,North America,<=50K
41-60,Self-Employed,144594,Low,4,Married,Craft-repair,Husband,White,Male,0,2179,21-40,North America,<=50K
61-100,?,171050,Middle,9,Widowed,?,Not-in-family,White,Female,0,0,0-20,North America,<=50K
41-60,Employed,372181,Middle,9,Separated,Sales,Unmarried,White,Female,0,0,21-40,North America,>50K
41-60,Self-Employed,172034,Middle,9,Married,Sales,Husband,White,Male,0,0,61-100,North America,>50K
41-60,Employed,156566,Higher,13,Married,Exec-managerial,Husband,White,Male,4386,0,41-60,North America,>50K
26-40,Self-Employed,338320,Middle,9,Married,Exec-managerial,Husband,White,Male,0,0,41-60,North America,>50K
0-25,Employed,353696,High,10,Single,Other-service,Own-child,White,Male,0,0,0-20,North America,<=50K
61-100,Self-Employed,169717,Higher,13,Married,Exec-managerial,Husband,White,Male,6418,0,41-60,North America,>50K
0-25,Employed,103762,Higher,13,Single,Exec-managerial,Own-child,White,Female,0,0,21-40,North America,<=50K
26-40,Government,47570,Higher,14,Single,Prof-specialty,Not-in-family,White,Female,0,0,21-40,North America,<=50K
26-40,Employed,119432,Higher,13,Married,Sales,Husband,White,Male,0,0,21-40,North America,>50K
26-40,Employed,180647,High,10,Single,Prof-specialty,Not-in-family,Black,Female,0,0,21-40,North America,<=50K
